,p1_wins,p2_wins,no_one_wins,winner
0,0.0,0.0,0.0,
1,0.16293929712460065,0.8146964856230032,0.022364217252396165,2.0
2,0.16293929712460065,0.8146964856230032,0.022364217252396165,2.0
3,0.16293929712460065,0.8146964856230032,0.022364217252396165,2.0
4,0.16293929712460065,0.8146964856230032,0.022364217252396165,2.0
5,0.16613418530351437,0.8115015974440895,0.022364217252396165,1.0
6,0.16613418530351437,0.8115015974440895,0.022364217252396165,2.0
7,0.16613418530351437,0.8115015974440895,0.022364217252396165,2.0
8,0.16613418530351437,0.8115015974440895,0.022364217252396165,2.0
9,0.16932907348242812,0.8083067092651757,0.022364217252396165,1.0
10,0.17252396166134185,0.805111821086262,0.022364217252396165,1.0
11,0.1757188498402556,0.8019169329073482,0.022364217252396165,1.0
12,0.17891373801916932,0.7987220447284346,0.022364217252396165,1.0
13,0.17891373801916932,0.7987220447284346,0.022364217252396165,2.0
14,0.18210862619808307,0.7955271565495208,0.022364217252396165,1.0
15,0.1853035143769968,0.792332268370607,0.022364217252396165,1.0
16,0.1853035143769968,0.792332268370607,0.022364217252396165,2.0
17,0.18849840255591055,0.7891373801916933,0.022364217252396165,1.0
18,0.19169329073482427,0.7859424920127795,0.022364217252396165,1.0
19,0.19169329073482427,0.7859424920127795,0.022364217252396165,2.0
20,0.19169329073482427,0.7859424920127795,0.022364217252396165,2.0
21,0.19169329073482427,0.7859424920127795,0.022364217252396165,2.0
22,0.19488817891373802,0.7827476038338658,0.022364217252396165,1.0
23,0.19488817891373802,0.7827476038338658,0.022364217252396165,2.0
24,0.19808306709265175,0.7795527156549521,0.022364217252396165,1.0
25,0.2012779552715655,0.7763578274760383,0.022364217252396165,1.0
26,0.2012779552715655,0.7763578274760383,0.022364217252396165,2.0
27,0.2012779552715655,0.7763578274760383,0.022364217252396165,2.0
28,0.20447284345047922,0.7731629392971247,0.022364217252396165,1.0
29,0.20766773162939298,0.7699680511182109,0.022364217252396165,1.0
30,0.2108626198083067,0.7667731629392971,0.022364217252396165,1.0
31,0.21405750798722045,0.7635782747603834,0.022364217252396165,1.0
32,0.21725239616613418,0.7603833865814696,0.022364217252396165,1.0
33,0.21725239616613418,0.7603833865814696,0.022364217252396165,2.0
34,0.21725239616613418,0.7603833865814696,0.022364217252396165,2.0
35,0.21725239616613418,0.7603833865814696,0.022364217252396165,2.0
36,0.22044728434504793,0.7571884984025559,0.022364217252396165,1.0
37,0.22364217252396165,0.7539936102236422,0.022364217252396165,1.0
38,0.22364217252396165,0.7539936102236422,0.022364217252396165,2.0
39,0.22364217252396165,0.7539936102236422,0.022364217252396165,2.0
40,0.22364217252396165,0.7539936102236422,0.022364217252396165,2.0
41,0.22364217252396165,0.7539936102236422,0.022364217252396165,2.0
42,0.22364217252396165,0.7539936102236422,0.022364217252396165,2.0
43,0.2268370607028754,0.7507987220447284,0.022364217252396165,1.0
44,0.23003194888178913,0.7476038338658147,0.022364217252396165,1.0
45,0.23322683706070288,0.744408945686901,0.022364217252396165,1.0
46,0.2364217252396166,0.7412140575079872,0.022364217252396165,1.0
47,0.23961661341853036,0.7380191693290735,0.022364217252396165,1.0
48,0.23961661341853036,0.7380191693290735,0.022364217252396165,2.0
49,0.24281150159744408,0.7348242811501597,0.022364217252396165,1.0
50,0.24600638977635783,0.731629392971246,0.022364217252396165,1.0
51,0.24920127795527156,0.7284345047923323,0.022364217252396165,1.0
52,0.24920127795527156,0.7284345047923323,0.022364217252396165,2.0
53,0.24920127795527156,0.7284345047923323,0.022364217252396165,2.0
54,0.24920127795527156,0.7284345047923323,0.022364217252396165,2.0
55,0.2523961661341853,0.7252396166134185,0.022364217252396165,1.0
56,0.25559105431309903,0.7220447284345048,0.022364217252396165,1.0
57,0.25559105431309903,0.7220447284345048,0.022364217252396165,2.0
58,0.25559105431309903,0.7220447284345048,0.022364217252396165,2.0
59,0.25878594249201275,0.7188498402555911,0.022364217252396165,1.0
60,0.26198083067092653,0.7156549520766773,0.022364217252396165,1.0
61,0.26517571884984026,0.7124600638977636,0.022364217252396165,1.0
62,0.26517571884984026,0.7124600638977636,0.022364217252396165,2.0
63,0.268370607028754,0.7092651757188498,0.022364217252396165,1.0
64,0.2715654952076677,0.7060702875399361,0.022364217252396165,1.0
65,0.2747603833865815,0.7028753993610224,0.022364217252396165,1.0
66,0.2747603833865815,0.7028753993610224,0.022364217252396165,2.0
